id,ARI200704270
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/04/27
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,reedr901
info,ump1b,meric901
info,ump2b,marqa901
info,ump3b,timmt901
info,howscored,park
info,pitches,pitches
info,temp,93
info,winddir,fromlf
info,windspeed,6
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,164
info,attendance,24798
info,wp,david002
info,lp,zitob001
info,save,valvj001
id,ARI200704280
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/04/28
info,number,0
info,starttime,6:41PM
info,daynight,night
info,usedh,false
info,umphome,meric901
info,ump1b,marqa901
info,ump2b,timmt901
info,ump3b,reedr901
info,howscored,park
info,pitches,pitches
info,temp,76
info,winddir,unknown
info,windspeed,0
info,fieldcond,dry
info,precip,none
info,sky,dome
info,timeofgame,165
info,attendance,32147
info,wp,nippd001
info,lp,chulv001
info,save,valvj001
id,ARI200704290
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/04/29
info,number,0
info,starttime,1:42PM
info,daynight,day
info,usedh,false
info,umphome,marqa901
info,ump1b,timmt901
info,ump2b,reedr901
info,ump3b,meric901
info,howscored,park
info,pitches,pitches
info,temp,74
info,winddir,unknown
info,windspeed,0
info,fieldcond,dry
info,precip,none
info,sky,dome
info,timeofgame,171
info,attendance,28818
info,wp,meddb001
info,lp,morrm001
info,save,lyonb003
id,ARI200706050
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/06/05
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,timmt901
info,ump1b,reedr901
info,ump2b,meric901
info,ump3b,marqa901
info,howscored,park
info,pitches,pitches
info,temp,78
info,winddir,unknown
info,windspeed,0
info,fieldcond,dry
info,precip,none
info,sky,dome
info,timeofgame,206
info,attendance,25848
info,wp,lyonb003
info,lp,corrk001
info,save,
id,ARI200706060
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/06/06
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,reedr901
info,ump1b,meric901
info,ump2b,marqa901
info,ump3b,timmt901
info,howscored,park
info,pitches,pitches
info,temp,77
info,winddir,unknown
info,windspeed,0
info,fieldcond,dry
info,precip,none
info,sky,dome
info,timeofgame,151
info,attendance,24398
info,wp,webbb001
info,lp,morrm001
info,save,valvj001
id,ARI200706070
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/06/07
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,meric901
info,ump1b,marqa901
info,ump2b,timmt901
info,ump3b,reedr901
info,howscored,park
info,pitches,pitches
info,temp,85
info,winddir,rtol
info,windspeed,12
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,205
info,attendance,21984
info,wp,tascj001
info,lp,meddb001
info,save,klins002
id,ARI200709170
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/09/17
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,herna901
info,ump1b,cousd901
info,ump2b,barrt901
info,ump3b,drakr901
info,howscored,park
info,pitches,pitches
info,temp,92
info,winddir,unknown
info,windspeed,9
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,187
info,attendance,31122
info,wp,munts001
info,lp,penat003
info,save,wilsb001
id,ARI200709180
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/09/18
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,cousd901
info,ump1b,barrt901
info,ump2b,drakr901
info,ump3b,herna901
info,howscored,park
info,pitches,pitches
info,temp,95
info,winddir,fromlf
info,windspeed,6
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,136
info,attendance,44220
info,wp,owinm001
info,lp,sancj002
info,save,
id,ARI200709190
version,2
info,visteam,SFN
info,hometeam,ARI
info,site,PHO01
info,date,2007/09/19
info,number,0
info,starttime,6:40PM
info,daynight,night
info,usedh,false
info,umphome,barrt901
info,ump1b,drakr901
info,ump2b,herna901
info,ump3b,cousd901
info,howscored,park
info,pitches,pitches
info,temp,95
info,winddir,fromlf
info,windspeed,10
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,184
info,attendance,42855
info,wp,cruzj005
info,lp,zitob001
info,save,valvj001
id,ATL200708140
version,2
info,visteam,SFN
info,hometeam,ATL
info,site,ATL02
info,date,2007/08/14
info,number,0
info,starttime,7:37PM
info,daynight,night
info,usedh,false
info,umphome,barrt901
info,ump1b,carlm901
info,ump2b,herna901
info,ump3b,cousd901
info,howscored,park
info,pitches,pitches
info,temp,96
info,winddir,unknown
info,windspeed,3
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,180
info,attendance,36186
info,wp,wickb001
info,lp,klins002
info,save,
id,ATL200708150
version,2
info,visteam,SFN
info,hometeam,ATL
info,site,ATL02
info,date,2007/08/15
info,number,0
info,starttime,7:36PM
info,daynight,night
info,usedh,false
info,umphome,carlm901
info,ump1b,herna901
info,ump2b,cousd901
info,ump3b,barrt901
info,howscored,park
info,pitches,pitches
info,temp,96
info,winddir,unknown
info,windspeed,2
info,fieldcond,unknown
info,precip,unknown
info,sky,cloudy
info,timeofgame,165
info,attendance,33841
info,wp,hudst001
info,lp,ortir001
info,save,wickb001
id,ATL200708160
version,2
info,visteam,SFN
info,hometeam,ATL
info,site,ATL02
info,date,2007/08/16
info,number,0
info,starttime,7:36PM
info,daynight,night
info,usedh,false
info,umphome,cousd901
info,ump1b,barrt901
info,ump2b,barrs901
info,ump3b,carlm901
info,howscored,park
info,pitches,pitches
info,temp,95
info,winddir,tolf
info,windspeed,9
info,fieldcond,unknown
info,precip,unknown
info,sky,cloudy
info,timeofgame,151
info,attendance,36419
info,wp,linct001
info,lp,jamec002
info,save,
id,BOS200706150
version,2
info,visteam,SFN
info,hometeam,BOS
info,site,BOS07
info,date,2007/06/15
info,number,0
info,starttime,7:06PM
info,daynight,night
info,usedh,true
info,umphome,randt901
info,ump1b,relic901
info,ump2b,gibsg901
info,ump3b,vanol901
info,howscored,park
info,pitches,pitches
info,temp,64
info,winddir,fromlf
info,windspeed,9
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,189
info,attendance,36508
info,wp,tavaj001
info,lp,zitob001
info,save,
id,BOS200706160
version,2
info,visteam,SFN
info,hometeam,BOS
info,site,BOS07
info,date,2007/06/16
info,number,0
info,starttime,3:58PM
info,daynight,day
info,usedh,true
info,umphome,relic901
info,ump1b,gibsg901
info,ump2b,vanol901
info,ump3b,randt901
info,howscored,park
info,pitches,pitches
info,temp,77
info,winddir,rtol
info,windspeed,15
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,170
info,attendance,36381
info,wp,matsd001
info,lp,cainm001
info,save,papej001
id,BOS200706170
version,2
info,visteam,SFN
info,hometeam,BOS
info,site,BOS07
info,date,2007/06/17
info,number,0
info,starttime,2:06PM
info,daynight,day
info,usedh,true
info,umphome,gibsg901
info,ump1b,vanol901
info,ump2b,randt901
info,ump3b,relic901
info,howscored,park
info,pitches,pitches
info,temp,82
info,winddir,fromlf
info,windspeed,6
info,fieldcond,unknown
info,precip,unknown
info,sky,cloudy
info,timeofgame,176
info,attendance,36137
info,wp,waket001
