id,ATL198704240
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/04/24
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,harvd901
info,ump1b,steld901
info,ump2b,grege901
info,ump3b,davig901
info,scorer,"Paul Brown"
info,inputter,"Stryker"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,194
info,attendance,11398
info,wp,mintg001
info,lp,ackej001
info,save,robij001
info,gwrbi,maldc001
id,ATL198704250
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/04/25
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,steld901
info,ump1b,grege901
info,ump2b,davig901
info,ump3b,harvd901
info,scorer,"Rodney Paul"
info,scorer,"Wayne Townsend"
info,inputter,"Stryker"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,168
info,attendance,13949
info,wp,garbg001
info,lp,garrs001
info,save,
info,gwrbi,perrg001
id,ATL198704260
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/04/26
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,grege901
info,ump1b,davig901
info,ump2b,harvd901
info,ump3b,steld901
info,scorer,"Paul Debbas"
info,inputter,"Stryker"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,180
info,attendance,18058
info,wp,davim001
info,lp,palmd001
info,save,robij001
info,gwrbi,maldc001
id,ATL198704270
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/04/27
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,davig901
info,ump1b,harvd901
info,ump2b,steld901
info,ump3b,grege901
info,scorer,"Kaneshiro"
info,inputter,"Stryker"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,158
info,attendance,6474
info,wp,downk001
info,lp,mahlr001
info,save,garrs001
info,gwrbi,downk001
id,ATL198706160
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/06/16
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,demud901
info,ump1b,engeb901
info,ump2b,ripps901
info,ump3b,rungp901
info,scorer,"T. Stillman"
info,inputter,"Bill Jensen"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,147
info,attendance,9218
info,wp,alexd001
info,lp,downk001
info,save,
info,gwrbi,grifk001
id,ATL198706170
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/06/17
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,engeb901
info,ump1b,ripps901
info,ump2b,rungp901
info,ump3b,demud901
info,scorer,"Stacy Kaneshiro"
info,inputter,"Bill Jensen"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,163
info,attendance,9913
info,wp,mahlr001
info,lp,robij001
info,save,
info,gwrbi,nettg001
id,ATL198709250
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/09/25
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,davib902
info,ump1b,crawj901
info,ump2b,tatat901
info,ump3b,wendh901
info,scorer,"Marc Bowman"
info,inputter,"Rollie Loewen"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,175
info,attendance,6520
info,wp,krukm001
info,lp,glavt001
info,save,
info,gwrbi,krukm001
id,ATL198709260
version,1
info,visteam,SFN
info,hometeam,ATL
info,site,ATL01
info,date,1987/09/26
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,crawj901
info,ump1b,tatat901
info,ump2b,wendh901
info,ump3b,davib902
info,scorer,"Marc Bowman"
info,inputter,"Rollie Loewen"
info,howscored,unknown
