id,SFN199404040
version,1
info,visteam,PIT
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/04
info,number,0
info,starttime,1:10
info,daynight,day
info,usedh,false
info,umphome,pullf901
info,ump1b,westj901
info,ump2b,bonig901
info,ump3b,rapue901
info,pitches,pitches
info,temp,65
info,winddir,torf
info,windspeed,15
info,fieldcond,dry
info,precip,none
info,sky,sunny
info,timeofgame,150
info,attendance,58077
info,wp,burkj001
info,lp,smitz001
info,save,
id,SFN199404050
version,1
info,visteam,PIT
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/05
info,number,0
info,starttime,12:37
info,daynight,day
info,usedh,false
info,umphome,westj901
info,ump1b,bonig901
info,ump2b,rapue901
info,ump3b,pullf901
info,pitches,pitches
info,temp,64
info,winddir,tocf
info,windspeed,15
info,fieldcond,dry
info,precip,none
info,sky,cloudy
info,timeofgame,137
info,attendance,20674
info,wp,swifb001
info,lp,cooks001
info,save,beckr001
id,SFN199404060
version,1
info,visteam,PIT
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/06
info,number,0
info,starttime,12:35
info,daynight,day
info,usedh,false
info,umphome,bonig901
info,ump1b,rapue901
info,ump2b,pullf901
info,ump3b,westj901
info,pitches,pitches
info,temp,68
info,winddir,tocf
info,windspeed,13
info,fieldcond,wet
info,precip,drizzle
info,sky,cloudy
info,timeofgame,114
info,attendance,19567
info,wp,portm001
info,lp,neagd001
info,save,
id,SFN199404091
version,1
info,visteam,SLN
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/09
info,number,1
info,starttime,1:08
info,daynight,day
info,usedh,false
info,umphome,froeb901
info,ump1b,crawj901
info,ump2b,wintm901
info,ump3b,danlk901
info,pitches,pitches
info,temp,60
info,winddir,tocf
info,windspeed,22
info,fieldcond,wet
info,precip,none
info,sky,sunny
info,timeofgame,234
info,attendance,0
info,wp,montr002
info,lp,urbat001
info,save,
id,SFN199404092
version,1
info,visteam,SLN
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/09
info,number,2
info,starttime,5:36
info,daynight,night
info,usedh,false
info,umphome,crawj901
info,ump1b,wintm901
info,ump2b,danlk901
info,ump3b,froeb901
info,pitches,pitches
info,temp,0
info,winddir,tocf
info,windspeed,25
info,fieldcond,dry
info,precip,none
info,sky,sunny
info,timeofgame,163
info,attendance,30325
info,wp,tewkb001
info,lp,torrs001
info,save,
id,SFN199404100
version,1
info,visteam,SLN
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/10
info,number,0
info,starttime,1:07
info,daynight,day
info,usedh,false
info,umphome,wintm901
info,ump1b,danlk901
info,ump2b,froeb901
info,ump3b,crawj901
info,pitches,pitches
info,temp,65
info,winddir,ltor
info,windspeed,15
info,fieldcond,dry
info,precip,none
info,sky,sunny
info,timeofgame,154
info,attendance,32165
info,wp,cormr001
info,lp,swifb001
info,save,perem002
id,SFN199404180
version,1
info,visteam,MON
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/18
info,number,0
info,starttime,7:05
info,daynight,night
info,usedh,false
info,umphome,tatat901
info,ump1b,gormb901
info,ump2b,ripps901
info,ump3b,kellj901
info,pitches,pitches
info,temp,60
info,winddir,ltor
info,windspeed,15
info,fieldcond,dry
info,precip,none
info,sky,night
info,timeofgame,222
info,attendance,16502
info,wp,jackm001
info,lp,scott002
info,save,
id,SFN199404190
version,1
info,visteam,MON
info,hometeam,SFN
info,site,SFO02
info,date,1994/04/19
info,number,0
info,starttime,12:36
info,daynight,day
info,usedh,false
info,umphome,gormb901
info,ump1b,ripps901
info,ump2b,kellj901
info,ump3b,tatat901
info,pitches,pitches
info,temp,65
info,winddir,torf
info,windspeed,17
info,fieldcond,dry
info,precip,none
info,sky,unknown
info,timeofgame,180
info,attendance,14474
info,wp,rojam001
