id,SFN198504090
version,1
info,visteam,SDN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/09
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,harvd901
info,ump1b,pullf901
info,ump2b,westj901
info,ump3b,grege901
info,scorer,"B. Cox"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,143
info,attendance,52714
info,wp,bluev001
info,lp,delel001
info,save,
info,gwrbi,browc002
id,SFN198504100
version,1
info,visteam,SDN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/10
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,pullf901
info,ump1b,westj901
info,ump2b,grege901
info,ump3b,harvd901
info,scorer,"B. Cox"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,140
info,attendance,8211
info,wp,showe001
info,lp,lapod001
info,save,
info,gwrbi,mcrek001
id,SFN198504220
version,1
info,visteam,LAN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/22
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,davib902
info,ump1b,kiblj901
info,ump2b,steld901
info,ump3b,froeb901
info,scorer,"Bernie Esser"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,156
info,attendance,24512
info,wp,niedt001
info,lp,lapod001
info,save,
info,gwrbi,anded001
id,SFN198504230
version,1
info,visteam,LAN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/23
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,steld901
info,ump1b,froeb901
info,ump2b,davib902
info,ump3b,kiblj901
info,scorer,"Shellie Garrett"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,130
info,attendance,19022
info,wp,krukm001
info,lp,valef001
info,save,
info,gwrbi,
id,SFN198504240
version,1
info,visteam,LAN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/24
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,steld901
info,ump1b,froeb901
info,ump2b,(none)
info,ump3b,davib902
info,scorer,"Shellie Garrett"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,179
info,attendance,19891
info,wp,brent001
info,lp,laskb001
info,save,howek001
info,gwrbi,anded001
id,SFN198504250
version,1
info,visteam,CIN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/25
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,froeb901
info,ump1b,davib902
info,ump2b,harrl901
info,ump3b,steld901
info,scorer,"M. Marrero/W. Hugo"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,136
info,attendance,4056
info,wp,davim001
info,lp,humet001
info,save,
info,gwrbi,
id,SFN198504260
version,1
info,visteam,CIN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/26
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,davib902
info,ump1b,harrl901
info,ump2b,steld901
info,ump3b,froeb901
info,scorer,"Shellie Garrett"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,162
info,attendance,12534
info,wp,bluev001
info,lp,powet001
info,save,
info,gwrbi,gladd001
id,SFN198504270
version,1
info,visteam,CIN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/27
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,harrl901
info,ump1b,steld901
info,ump2b,froeb901
info,ump3b,davib902
info,scorer,"M. Marrero/R. Weber"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,sunny
info,timeofgame,130
info,attendance,14480
info,wp,stupj001
info,lp,lapod001
info,save,
info,gwrbi,bilad001
id,SFN198504280
version,1
info,visteam,CIN
info,hometeam,SFN
info,site,SFO02
info,date,1985/04/28
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,steld901
info,ump1b,froeb901
info,ump2b,davib902
info,ump3b,harrl901
info,scorer,"Bernie Esser"
info,inputter,"Shellie Garrett"
info,howscored,unknown
info,pitches,none
info,temp,0
