id,SFN197204210
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,HOU
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/21
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,pryop901
info,ump1b,wendh901
info,ump2b,froeb901
info,ump3b,varge901
info,scorer,"29"
info,translator,"Comly"
info,inputter,"Comly"
info,inputtime,1997/11/25 5:32PM
info,howscored,park
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,night
info,timeofgame,160
info,attendance,16898
info,wp,ray-j101
info,lp,cumbj101
info,save,culvg101
info,gwrbi,
id,SFN197204220
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,HOU
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/22
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,wendh901
info,ump1b,froeb901
info,ump2b,varge901
info,ump3b,pryop901
info,scorer,"26"
info,translator,"Comly"
info,inputter,"Comly"
info,inputtime,1999/05/16 1:18PM
info,howscored,park
info,pitches,pitches
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,141
info,attendance,11095
info,wp,robed101
info,lp,carrd104
info,save,
info,gwrbi,
id,SFN197204230
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,HOU
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/23
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,froeb901
info,ump1b,varge901
info,ump2b,pryop901
info,ump3b,wendh901
info,scorer,"29"
info,translator,"Comly"
info,inputter,"Comly"
info,inputtime,1997/11/25 6:11PM
info,howscored,park
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,182
info,attendance,40821
info,wp,culvg101
info,lp,mcmad102
info,save,gladf102
info,gwrbi,
id,SFN197204250
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,PHI
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/25
info,number,0
info,starttime,0:00PM
info,daynight,night
info,usedh,false
info,umphome,burkk101
info,ump1b,weyel901
info,ump2b,olsea901
info,ump3b,steld901
info,scorer,"Phillies"
info,translator,"David W. Smith"
info,inputter,"David W. Smith"
info,inputtime,1993/08/10 10:59PM
info,howscored,park
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,107
info,attendance,6092
info,wp,carls001
info,lp,marij101
info,save,
info,gwrbi,
id,SFN197204260
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,PHI
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/26
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,weyel901
info,ump1b,olsea901
info,ump2b,steld901
info,ump3b,burkk101
info,scorer,"Phillies"
info,translator,"Carl P. McCarty"
info,inputter,"Carl P. McCarty"
info,inputtime,1994/03/07 10:11AM
info,howscored,park
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,168
info,attendance,4139
info,wp,johnj104
info,lp,branb102
info,save,
info,gwrbi,
id,SFN197204270
version,1
info,inputprogvers,"version 7RS(19) of 07/07/92"
info,visteam,PHI
info,hometeam,SFN
info,site,SFO02
info,date,1972/04/27
info,number,0
info,starttime,0:00PM
info,daynight,day
info,usedh,false
info,umphome,olsea901
info,ump1b,steld901
info,ump2b,burkk101
info,ump3b,weyel901
info,scorer,"Phillies"
info,translator,"Carl P. McCarty"
info,inputter,"Carl P. McCarty"
info,inputtime,1994/03/07 10:26AM
info,howscored,park
info,pitches,none
info,temp,0
info,winddir,unknown
info,windspeed,-1
info,fieldcond,unknown
info,precip,unknown
info,sky,unknown
info,timeofgame,142
info,attendance,3671
info,wp,twitw101
info,lp,bryar101
info,save,
info,gwrbi,
